id,text,locale,geography,provenance_type,real_participant,eligible_for_real_heldout,source_id,expected_operation,phenomenon,safety_expectation,expected,notes
EXT-0183,se fueron 2 unidads a 2,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,IMPLICIT_PRODUCT,NEEDS_CONTEXT,{},
EXT-0184,vendí 6 unidads de camiseta a 10 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""camiseta"", ""quantity"": 6, ""unit"": ""unidad"", ""unit_price"": 10}",
EXT-0185,se fueron 2 unidads de camiseta a 2 la unidad,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""camiseta"", ""quantity"": 2, ""unit"": ""unidad"", ""unit_price"": 2}",
EXT-0186,pagué 15 por traer la mercadería,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,EXPENSE,LOGISTICS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 15, ""category"": ""logistics""}",
EXT-0187,pagué 10 por traer la mercadería,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,EXPENSE,LOGISTICS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 10, ""category"": ""logistics""}",
EXT-0188,gasté 4 en transporte,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,EXPENSE,BUSINESS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 4, ""category"": ""transport""}",
EXT-0189,me pagó todo lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_UNL_RECEIVABLES,PAYMENT_RECEIVED,IMPLICIT_CUSTOMER_AMOUNT_TEMPORAL,NEEDS_CONTEXT,{},
EXT-0190,[NOMBRE_B] me abonó 30,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_UNL_RECEIVABLES,PAYMENT_RECEIVED,PARTIAL_PAYMENT,NEEDS_CONTEXT,"{""customer"": ""[NOMBRE_B]"", ""amount"": 30}",
EXT-0191,me quedan 4 libras de tomate,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_12ABRIL_2024,STOCK_ADJUSTMENT,EXPLICIT_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""tomate"", ""quantity"": 4, ""unit"": ""libra""}",
EXT-0192,me pagó todo lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_UNL_RECEIVABLES,PAYMENT_RECEIVED,IMPLICIT_CUSTOMER_AMOUNT_TEMPORAL,NEEDS_CONTEXT,{},
EXT-0193,[NOMBRE_B] todavía debe lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_UNL_RECEIVABLES,NONE,STATE_VS_EVENT,NO_NEW_OPERATION,{},
EXT-0194,vendí 10 unidads de camiseta en 5,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,PRICE_TOTAL_AMBIGUITY,NEEDS_CONFIRMATION,{},
EXT-0195,pagué 3 por traer la mercadería,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,EXPENSE,LOGISTICS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 3, ""category"": ""logistics""}",
EXT-0196,llévele una más de yapa,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,NONE,PROMOTION_NEGOTIATION,OUT_OF_CORE_OR_CONFIRM,{},
EXT-0197,me pagó todo lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,PAYMENT_RECEIVED,IMPLICIT_CUSTOMER_AMOUNT_TEMPORAL,NEEDS_CONTEXT,{},
EXT-0198,puse 1 de mi plata para completar,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,OWNER_CONTRIBUTION_SCHEMA_GAP,OUT_OF_SCOPE_OR_CONFIRM,{},
EXT-0199,ya no queda jugo,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_12ABRIL_2024,STOCK_ADJUSTMENT,ZERO_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""jugo"", ""quantity"": 0}",
EXT-0200,me quedan 2 libras,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_10AGOSTO_2023,STOCK_ADJUSTMENT,IMPLICIT_PRODUCT,NEEDS_CONTEXT,{},
EXT-0201,vendí 2 unidads de naranja en 3,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,PRICE_TOTAL_AMBIGUITY,NEEDS_CONFIRMATION,{},
EXT-0202,[NOMBRE_A] quedó debiendo 2,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_UNL_RECEIVABLES,RECEIVABLE,NEW_RECEIVABLE,PROPOSE_OR_CONFIRM,"{""customer"": ""[NOMBRE_A]"", ""amount"": 2}",
EXT-0203,[NOMBRE_B] me abonó 2,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_PRIMICIAS_CASERITA_2025,PAYMENT_RECEIVED,PARTIAL_PAYMENT,NEEDS_CONTEXT,"{""customer"": ""[NOMBRE_B]"", ""amount"": 2}",
EXT-0204,pagué 4 por traer la mercadería,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,EXPENSE,LOGISTICS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 4, ""category"": ""logistics""}",
EXT-0205,bájale un poquito el precio,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,NONE,PROMOTION_NEGOTIATION,OUT_OF_CORE_OR_CONFIRM,{},
EXT-0206,salieron 4 libras de tomate a 8,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""tomate"", ""quantity"": 4, ""unit"": ""libra"", ""unit_price"": 8}",
EXT-0207,vendí 2 libras de pollo en 15,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,PRICE_TOTAL_AMBIGUITY,NEEDS_CONFIRMATION,{},
EXT-0208,vendí 2 unidads de pantalón a 2 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""pantalón"", ""quantity"": 2, ""unit"": ""unidad"", ""unit_price"": 2}",
EXT-0209,de los 24 que debía me dejó 12,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,PAYMENT_RECEIVED,ARITHMETIC_DEBT_REFERENCE,NEEDS_CONTEXT,"{""amount"": 12}",
EXT-0210,me pagó todo lo de ayer,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_UNL_RECEIVABLES,PAYMENT_RECEIVED,IMPLICIT_CUSTOMER_AMOUNT_TEMPORAL,NEEDS_CONTEXT,{},
EXT-0211,vendí 8 unidads de queso en 20,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,PRICE_TOTAL_AMBIGUITY,NEEDS_CONFIRMATION,{},
EXT-0212,di 8 libras de arroz por 2.5 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""arroz"", ""quantity"": 8, ""unit"": ""libra"", ""unit_price"": 2.5}",
EXT-0213,pagué 20 por traer la mercadería,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,EXPENSE,LOGISTICS_EXPENSE,PROPOSE_OR_CONFIRM,"{""amount"": 20, ""category"": ""logistics""}",
EXT-0214,puse 5 de mi plata para completar,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,OWNER_CONTRIBUTION_SCHEMA_GAP,OUT_OF_SCOPE_OR_CONFIRM,{},
EXT-0215,me entraron 10 y gasté 7 en fundas,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,COMPOUND_OPERATION,COMPOUND_INCOME_EXPENSE,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0216,me quedan 20 pars,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_10AGOSTO_2023,STOCK_ADJUSTMENT,IMPLICIT_PRODUCT,NEEDS_CONTEXT,{},
EXT-0217,se fueron 3 libras de cebolla a 0.5 la libra,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""cebolla"", ""quantity"": 3, ""unit"": ""libra"", ""unit_price"": 0.5}",
EXT-0218,me quedan 4 libras de carne,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_10AGOSTO_2023,STOCK_ADJUSTMENT,EXPLICIT_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""carne"", ""quantity"": 4, ""unit"": ""libra""}",
EXT-0219,se fueron 5 libras de cebolla a 0.75 la libra,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""cebolla"", ""quantity"": 5, ""unit"": ""libra"", ""unit_price"": 0.75}",
EXT-0220,cobré 12 y compré mercadería por 9,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_UNL_RECEIVABLES,COMPOUND_OPERATION,COMPOUND_PAYMENT_PURCHASE,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0221,di 1 unidads de camiseta por 1.25 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""camiseta"", ""quantity"": 1, ""unit"": ""unidad"", ""unit_price"": 1.25}",
EXT-0222,di 3 libras de arroz por 0.75 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""arroz"", ""quantity"": 3, ""unit"": ""libra"", ""unit_price"": 0.75}",
EXT-0223,vendí 8 libras de cebolla a 0.75 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""cebolla"", ""quantity"": 8, ""unit"": ""libra"", ""unit_price"": 0.75}",
EXT-0224,vendí 6 unidads de queso en 8,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,PRICE_TOTAL_AMBIGUITY,NEEDS_CONFIRMATION,{},
EXT-0225,vendí cinco y una quedó fiada,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_UNL_RECEIVABLES,COMPOUND_OPERATION,NUMERIC_COORDINATION_CINCO_Y_UNA,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0226,cobré 20 y compré mercadería por 19,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,COMPOUND_OPERATION,COMPOUND_PAYMENT_PURCHASE,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0227,ya no queda cebolla,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,STOCK_ADJUSTMENT,ZERO_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""cebolla"", ""quantity"": 0}",
EXT-0228,se fueron 1 libras de cebolla a 0.75 la libra,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""cebolla"", ""quantity"": 1, ""unit"": ""libra"", ""unit_price"": 0.75}",
EXT-0229,vendí todo lo que quedaba de pantalón,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,SALE,IMPLICIT_QUANTITY_FROM_STOCK,NEEDS_CONTEXT,{},
EXT-0230,di 4 libras de arroz por 2 cada uno,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""arroz"", ""quantity"": 4, ""unit"": ""libra"", ""unit_price"": 2}",
EXT-0231,saqué 5 para la casa,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_ITB_VISA_CENTER,NONE,OWNER_WITHDRAWAL_SCHEMA_GAP,OUT_OF_SCOPE_OR_CONFIRM,{},
EXT-0232,salieron 10 libras de fréjol a 2,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""fréjol"", ""quantity"": 10, ""unit"": ""libra"", ""unit_price"": 2}",
EXT-0233,me entraron 12 y gasté 7 en fundas,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_LEXICON_2013,COMPOUND_OPERATION,COMPOUND_INCOME_EXPENSE,DETECT_COMPOUND_AND_SPLIT_OR_CONFIRM,{},
EXT-0234,12 vasos de jugo a 8 cada una,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""jugo"", ""quantity"": 12, ""unit"": ""vaso"", ""unit_price"": 8}",
EXT-0235,debe haber unos 20 de venta,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,ECUADOR_YAPPA_TESTIMONIALS,NONE,APPROXIMATE_DAILY_CLOSE,DO_NOT_CREATE_EXACT_FINANCIAL_OPERATION,{},
EXT-0236,vendí todo lo que quedaba de carne,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,IMPLICIT_QUANTITY_FROM_STOCK,NEEDS_CONTEXT,{},
EXT-0237,bájale un poquito el precio,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_MUNICIPIO_CUSNI_2025,NONE,PROMOTION_NEGOTIATION,OUT_OF_CORE_OR_CONFIRM,{},
EXT-0238,me llevó 2 pars y me dio 12,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_KILLKANA_ARENAL_2021,SALE,IMPLICIT_PRODUCT_AND_TOTAL,NEEDS_CONTEXT,{},
EXT-0239,4 libras de fréjol a 3 cada una,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_SCIELO_SININCAY_2023,SALE,EXPLICIT_QUANTITY_UNIT_PRICE,PROPOSE_OR_CONFIRM,"{""product"": ""fréjol"", ""quantity"": 4, ""unit"": ""libra"", ""unit_price"": 3}",
EXT-0240,me quedan 8 libras de fréjol,es-EC,Cuenca/Ecuador,WEB_DERIVED_MULTISOURCE,False,False,CUENCA_UCUENCA_12ABRIL_2024,STOCK_ADJUSTMENT,EXPLICIT_STOCK,PROPOSE_OR_CONFIRM,"{""product"": ""fréjol"", ""quantity"": 8, ""unit"": ""libra""}",
